file,best_distance,avg_distance,std_distance,best_vehicles,avg_vehicles,std_vehicles,avg_time
R101,1049.9840353172804,1051.7782416459008,3.1720047391879214,12,12.05,0.21794494717703367,6.250470399856567
C101,363.246800411591,363.246800411591,4.4030722917880405e-14,5,5.0,0.0,12.02769091129303
RC101,958.5531409690655,960.1531795474123,2.761160263877277,9,9.0,0.0,6.867871081829071
R102,923.4521747514506,932.6058572046428,6.1029551979421655,10,11.0,0.4472135954999579,6.076028597354889
C102,362.17080999478554,366.00833722582234,5.464435704506987,5,5.0,0.0,23.389798772335052
RC102,871.9535909802117,878.8030567826839,3.8390045067566256,8,8.0,0.0,7.225178778171539
R103,776.2201306735478,787.6333451893495,11.490929947652058,9,9.0,0.0,11.57608208656311
C103,362.1708099947857,396.6881394529737,38.00011078036255,5,5.35,0.47696960070847283,35.56440767049789
RC103,721.8015318838068,778.0809448844815,30.80724175558337,6,6.9,0.3,13.62048362493515
R104,636.9453070231211,657.654743673289,13.135793457247853,6,6.7,0.45825756949558405,28.12238974571228
C104,358.88263601799457,367.9832358963481,8.903845427354042,5,5.0,0.0,37.378789234161374
RC104,551.8761715718133,587.5957631072823,22.188846816680144,5,5.6,0.4898979485566356,13.032497978210449
R105,916.5920221991045,966.5277781044645,23.873750523298668,9,9.0,0.0,10.84482694864273
C105,363.246800411591,363.246800411591,5.240704272917405e-14,5,5.0,0.0,12.351560986042022
RC105,858.2582274211891,890.9912568768432,14.291099372492662,8,8.0,0.0,9.590235245227813
R106,809.481609369644,833.2460470976514,16.022510516372794,8,8.9,0.3,14.007988977432252
C106,363.246800411591,363.246800411591,5.240704272917405e-14,5,5.0,0.0,12.969889080524444
RC106,728.885156233822,773.395729186374,39.57180671920056,6,6.6,0.4898979485566356,15.148916041851043
R107,742.0781101493641,750.5575199471457,9.50140148684395,7,7.0,0.0,24.10520931482315
C107,363.246800411591,363.246800411591,5.3926402077338126e-14,5,5.0,0.0,11.856662094593048
RC107,646.8391563628963,712.3693848219654,42.810538490301084,6,6.5,0.5,21.065934157371522
R108,624.3064901459094,645.2506043032429,13.401598060631551,6,6.0,0.0,25.79312672615051
C108,363.246800411591,363.246800411591,6.481146926371014e-14,5,5.0,0.0,12.866291975975036
RC108,600.2333274253969,610.7211069306799,7.794421943083518,6,6.0,0.0,13.523025119304657
