file,best_distance,avg_distance,std_distance,best_vehicles,avg_vehicles,std_vehicles,avg_time
R101,1706.8620388631807,1713.2284356574048,8.02064608712355,23,23.0,0.0,30.176317644119262
C101,828.9368669428342,838.8870812577425,20.693648637474755,10,10.2,0.39999999999999997,73.69817504882812
RC101,1690.484800610565,1721.6315431945,32.43107914311709,17,17.9,0.7000000000000001,56.0089076757431
R102,1497.4742528671961,1522.1964514725018,13.824118483685089,19,19.7,0.45825756949558394,65.5413822889328
C102,828.9368669428342,850.6171517493991,27.315285345999374,10,10.2,0.4,162.3522633075714
RC102,1515.166866371429,1549.3880747080202,18.919161259798273,15,15.8,0.6,119.08014633655549
R103,1248.681267532294,1260.5764203863798,11.672219789564608,15,15.3,0.45825756949558394,126.83436026573182
C103,838.7135720903542,883.5325508374628,38.77246374877032,10,10.3,0.6403124237432849,187.15764365196227
RC103,1347.250546918496,1383.3664235692333,20.168353268010744,13,13.5,0.5,112.78213481903076
R104,1026.4693427160068,1050.3879241222905,20.490921784094507,12,13.0,0.6324555320336759,199.26266453266143
C104,829.5983761987369,869.2689385092724,21.243169476539375,10,10.1,0.3,271.3340014219284
RC104,1187.358056974345,1222.032522656739,22.926104657011454,11,11.7,0.45825756949558405,234.6819618463516
R105,1400.100192717776,1460.1868967146986,25.917410362335666,16,17.6,0.8,65.06398940086365
C105,828.936866942834,831.474583801778,7.613150576831675,10,10.0,0.0,83.02972197532654
RC105,1591.396014609721,1646.7019716355535,42.2429922393877,17,17.5,0.6708203932499369,79.69332237243653
R106,1287.2760693408263,1321.2273076417962,19.65855249829953,14,15.1,0.8306623862918076,132.4632787466049
C106,828.9368669428341,838.8870812577425,15.495770271995719,10,10.2,0.4,85.70223615169525
RC106,1454.955727883372,1474.9305754847596,12.127458172311252,14,14.4,0.4898979485566356,105.24803488254547
R107,1100.8373535297007,1128.6152471708324,22.39950002878775,12,12.2,0.39999999999999997,171.12441010475158
C107,828.9368669428341,842.6223531773536,41.05645870355878,10,10.2,0.6,71.662353515625
RC107,1241.868647094015,1304.9994280007243,27.414192590261198,12,12.7,0.45825756949558394,101.82212178707123
R108,971.3496735240922,999.5519881005624,17.549899107509848,11,11.1,0.3,212.40602457523346
C108,828.9368669428342,838.1951781511682,20.374134214861296,10,10.1,0.3,102.1119742155075
RC108,1171.730891321586,1203.2719171222013,25.253382247149304,11,11.5,0.5,179.12850081920624
