file,best_distance,avg_distance,std_distance,best_vehicles,avg_vehicles,std_vehicles,avg_time
R101,618.3299155462685,625.657401497135,5.581651818841274,8,8.7,0.45825756949558394,4.9215678691864015
C101,191.81361977865623,191.81361977865623,0.0,3,3.0,0.0,4.6700961828231815
RC101,476.9550387190221,476.9550387190221,0.0,5,5.0,0.0,2.169020342826843
R102,548.1078177906315,562.1850210434284,7.332560567595608,7,7.0,0.0,1.0309497356414794
C102,190.7376293618508,190.95282744521188,0.43039616672215714,3,3.0,0.0,2.730684447288513
RC102,352.74426976053843,352.7856040746216,0.08266862816635694,3,3.0,0.0,3.327390503883362
R103,455.6982422498318,485.5610302888814,18.863365464656724,5,5.0,0.0,1.8630085945129395
C103,190.7376293618508,191.28284204141053,0.8583629424328466,3,3.0,0.0,3.646447944641113
RC103,334.39027565626185,336.43873525049577,1.2685354292803181,3,3.0,0.0,4.6171807765960695
R104,417.9612285190715,433.2591480410395,7.648959760984002,4,4.8,0.39999999999999997,1.8316319227218627
C104,187.44945538505974,189.04866221117797,1.7588638025256764,3,3.0,0.0,3.210453653335571
RC104,307.13900259086455,321.99972277549807,20.519898204253348,3,3.2,0.39999999999999997,3.7120238065719606
R105,531.5386420627177,531.7246453377342,0.1217677267531724,6,6.0,0.0,2.6944558143615724
C105,191.81361977865623,191.81361977865623,0.0,3,3.0,0.0,2.8830569982528687
RC105,424.5661938147463,424.5661938147464,1.797546735911271e-14,4,4.0,0.0,1.5557997465133666
R106,466.4802121580664,471.7300574801814,6.497643001854288,5,5.0,0.0,1.559594178199768
C106,191.8136197786562,191.81361977865623,8.987733679556355e-15,3,3.0,0.0,5.0717963695526125
RC106,346.5054460682915,352.2585611759438,15.379689509778816,3,3.1,0.3,3.341432237625122
R107,425.2685249543927,433.271193208703,7.1016424216022145,4,4.3,0.45825756949558405,2.3676056146621702
C107,191.8136197786562,191.81361977865623,1.2710574864626037e-14,3,3.0,0.0,3.1860678434371947
RC107,298.94984154867427,299.3251090426685,1.1258024819827823,3,3.0,0.0,3.3291951417922974
R108,398.29470724433304,402.9341799420166,9.282806591590168,4,4.0,0.0,3.4259366273880003
C108,191.8136197786562,191.81361977865623,8.987733679556355e-15,3,3.0,0.0,2.565217900276184
RC108,294.9944395178464,296.0538309423721,1.0593914245256657,3,3.0,0.0,3.5936357498168947
