file,best_distance,avg_distance,std_distance,best_vehicles,avg_vehicles,std_vehicles,avg_time
R101,1692.343298335931,1703.0227064187827,7.4187417528533475,20,20.4,0.4898979485566356,45.8720920085907
C101,828.9368669428341,828.9368669428343,1.2453769102311664e-13,10,10.0,0.0,67.07833633422851
RC101,1682.182734194579,1704.664078785127,17.279121640771784,16,16.8,0.39999999999999997,50.84488577842713
R102,1496.7915379930826,1516.364520316702,10.558018614328567,19,19.0,0.0,69.7614902496338
C102,828.9368669428341,863.8666190441239,47.718806794102434,10,10.3,0.45825756949558405,178.705655169487
RC102,1539.3606314499414,1548.5038640785983,4.51841881013864,14,14.0,0.0,100.77321448326111
R103,1245.7511168246033,1263.767849675277,12.874507911860862,14,14.7,0.45825756949558394,171.19060139656068
C103,841.9688081127268,898.719417820573,81.80210619938322,10,10.1,0.3,222.7619015455246
RC103,1340.9495732206585,1375.4836710032223,19.33246923341868,12,12.8,0.39999999999999997,99.45036017894745
R104,1020.7254827996528,1050.6219865154249,21.847060245372663,12,12.5,0.5,209.88029699325563
C104,828.0656783004706,875.7649582654797,34.94761180220564,10,10.3,0.45825756949558405,267.78364923000333
RC104,1186.5884233290158,1211.3015102296165,12.157606530413991,11,11.2,0.4,160.9957375764847
R105,1419.3253600974476,1433.5686574826625,9.761267775367255,15,15.0,0.0,66.67629361152649
C105,828.9368669428341,828.9368669428341,1.0785280415467625e-13,10,10.0,0.0,54.44647750854492
RC105,1587.8749439051358,1598.6881971857247,20.985900413810793,16,16.3,0.45825756949558394,54.39355397224426
R106,1255.7265594397572,1292.6486977334764,14.194515197618712,14,14.0,0.0,154.10360782146455
C106,828.9368669428342,852.0272210891428,30.65171477591016,10,10.3,0.45825756949558405,73.22242591381072
RC106,1400.9702253935961,1422.9351296324871,9.667453577844459,13,13.0,0.0,84.38087379932404
R107,1098.7166863177201,1131.7624302106815,14.407330292022607,11,11.9,0.3,171.72405524253844
C107,828.9368669428342,828.9368669428343,1.016845989170083e-13,10,10.0,0.0,53.94590420722962
RC107,1230.890633894056,1351.7890372040076,74.9421801120513,12,12.6,0.4898979485566356,118.15596883296966
R108,982.3973503744272,1003.7695682812393,11.664641062359953,11,11.0,0.0,218.8032112121582
C108,828.9368669428341,833.7732441291016,7.3876881818092555,10,10.0,0.0,74.75836746692657
RC108,1138.2664644683005,1180.5721521683793,28.507139447439048,11,11.3,0.45825756949558394,158.18410091400148
